title,url,company,location,salary,posted,snippets
Inside Sales Representative,https://www.indeed.com/rc/clk?jk=b2bc2009d68c1bef&fccid=9329073a2b42c1da&vjs=3,Siskiyou Sports,"Medford, OR","$1,800 a month",30+ days ago,"Medical & Dental coverage available for full-time employees. / Requests for updated hours (start and end time) will be considered, consistent with full-time and…"
Medical Assistant - Southern Oregon,https://www.indeed.com/rc/clk?jk=5608e7252630ff9a&fccid=84c8ed4c8205d753&vjs=3,Providence,"Medford, OR 97504","",4 days ago,The Medical Assistant (MA) I works under the delegation of a licensed practitioner to perform duties as directed to assist in providing basic patient care to…
Warehouse Material Handler,https://www.indeed.com/rc/clk?jk=d48b4a9a171be54f&fccid=5935e1511e52f4ef&vjs=3,US Venture,"Medford, OR 97502",From $19 an hour,3 days ago,"Work on feet for extended periods of time. / Paid Vacation, Sick time, Volunteer Hours and Holidays. / You should be willing and able to work on your feet for…"
Fire Chief,https://www.indeed.com/rc/clk?jk=f140640cd731946a&fccid=625146d1db53d346&vjs=3,City of Grants Pass,"Grants Pass, OR 97526","$118,458 - $159,062 a year","Employer
Active 2 days ago",DPSST/NFPA Fire Officer 2 or above (Fire Officer 4 and/or National Fire Academy Executive Fire Officer Certification (EFO) or Chief Fire Officer Designation …
Outreach Coordinator,https://www.indeed.com/rc/clk?jk=ecad39fcc76d6338&fccid=1478f375b56b55d4&vjs=3,The Salvation Army Western USA,"Medford, OR",$18.68 an hour,"Posted
Today","Must have a valid driver’s license and a good driving record (Note: Prior to appointment, finalists will be required to provide authorization to The Salvation…"
Driver,https://www.indeed.com/rc/clk?jk=15e9850ef0a69936&fccid=272c1d1b584def7a&vjs=3,Sodexo,"Medford, OR 97504",$16 - $18 an hour,2 days ago,"Full array of benefits including paid time off, holidays, medical, dental, vision, tuition reimbursement, 401k and more may be available*."
Route Sales Representative,https://www.indeed.com/rc/clk?jk=98340c8b5cf8b662&fccid=d57a67431f719964&vjs=3,Frito-Lay North America,"Central Point, OR 97502","$63,000 a year",17 days ago,Have a valid driver’s license with proof of insurance and ability to obtain any additional licenses or endorsements required by your state.
"Lead Associate Operations, Southern OR Coast Market, Medford, OR",https://www.indeed.com/rc/clk?jk=a26475dc314496d0&fccid=c46d0116f6e69eae&vjs=3,JPMorgan Chase & Co,"Medford, OR 97504","",9 days ago,"As a Lead Associate Operations, you support the Branch Manager and Associates to ensure customer financial transactions are completed accurately and efficiently…"
Barista,https://www.indeed.com/rc/clk?jk=99510b4760f8565f&fccid=9ebfcf6d17a045a8&vjs=3,The Human Bean,"Medford, OR 97504",$14.20 - $18.00 an hour,4 days ago,"Prepare and serve beverages to customers, in accordance with customer requests. / Follow proper payment handling procedures. / Keep location inviting and clean."
Auto Glass Technician Trainee,https://www.indeed.com/rc/clk?jk=edad58aec4349368&fccid=e001842400569b5d&vjs=3,Safelite Group,"Medford, OR",$21.75 an hour,21 days ago,"Valid state-issued driver’s license required. / Program to buy additional PTO or sell unused time up to 16 hours. / Up to $5,250 annually in tuition reimbursement."
Teacher Assistant - Phoenix/Talent Center,https://www.indeed.com/rc/clk?jk=36fee1e533c4c0e0&fccid=01a78feff01b0f5d&vjs=3,Southern Oregon Head Start,"Medford, OR",$18 - $20 an hour,21 days ago,"Ability to maintain full and complete attention to children at all times. / Current enrollment in a CDA program to be completed within 2 years of hire required,."
Supervisor II - Medford Particleboard,https://www.indeed.com/rc/clk?jk=6cd880f83c3b8cb6&fccid=1e1f3ff04fee41c2&vjs=3,Timber Products Company,"Medford, OR 97501","",30+ days ago,"Basic computer skills in Microsoft Word, Excel and e-mail, and ability to learn and use company specific software. / Identifies and communicates process updates."
title,url,company,location,salary,posted,snippets
Medical Instrument Technician (Polysomnography),https://www.indeed.com/rc/clk?jk=7d8ab2118635ae1d&fccid=02c3642d72b15da7&vjs=3,US Veterans Health Administration,"White City, OR 97503","$49,766 - $79,621 a year",1 day ago,"Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent."
Clinical Documentation Specialist,https://www.indeed.com/rc/clk?jk=15d82a7fa9c9d0dd&fccid=c183e377c8e301c6&vjs=3,Asante Health System,"Remote in Medford, OR 97501","",23 days ago,RN: Registered Nurse licensed by Oregon State Board of Nursing (OSBN) required upon start - OR - FMG: Foreign Medical Graduate with MBBS or equivalent degree.
Truck Driver - Propane - Grants Pass,https://www.indeed.com/rc/clk?jk=21b287e31b70ee58&fccid=e017b77f9657ef30&vjs=3,Carson,"Grants Pass, OR 97526","",30 days ago,"Must have a valid driver's license with a clean driving record and pass drug test and background check. / Must hold a Class A or B license with Tank, Hazmat, and…"
Certified Veterinary Technician - Mountain View Veterinary Clinic,https://www.indeed.com/rc/clk?jk=68a8ea1f0331da5d&fccid=9ec78cf53eb4031b&vjs=3,Mountain View Veterinary Clinic,"Central Point, OR 97502","",1 day ago,"Paid time off (holiday and sick pay available). / They will have experience rooming patients, surgical assisting experience and knowledge of equipment used,…"
8300 - Internal Auditor/ Senior Internal Auditor (County Administration),https://www.indeed.com/rc/clk?jk=2ec23ad799b24213&fccid=dccdf375f38960c6&vjs=3,"Jackson County, OR","Medford, OR","$67,600 - $100,402 a year",17 days ago,"Requires possession of a valid driver’s license and an acceptable driving record. / Regular part-time employees may enroll in the full plan, with a prorated…"
Bus Driver,https://www.indeed.com/rc/clk?jk=c8c8892c4ef849bf&fccid=586eaa126c8424a0&vjs=3,"Oregon Child Development Coalition, Inc.","Ashland, OR 97520",$19.26 - $22.27 an hour,30+ days ago,"Transports program children and parents to center’s activities, to and from home in a safe and enjoyable manner. / Current Oregon School Bus Driver Certificate."
Water Quality Senior Environmental Engineer (Environmental Engineer 3 / Environmental Engineer 2 - Underfill),https://www.indeed.com/rc/clk?jk=54b5baf0d8936f26&fccid=c2aa7a4ff7414b1c&vjs=3,Department of Environmental Quality,"Hybrid remote in Medford, OR","$6,225 - $9,570 a month",10 days ago,The Oregon Department of Environmental Quality has a full-time opportunity for a Water Quality Senior Environmental Engineer (Environmental Engineer 3).
"Project Manager, Corporate Brands & Comms",https://www.indeed.com/rc/clk?jk=501b9be17b4b5b37&fccid=f75c0b3e575408cf&vjs=3,"Lithia Motors, Inc.","Medford, OR 97501","$54,000 - $78,000 a year",7 days ago,"Acceptable driving record and a valid driver's license in your state of residence necessary for select roles. / Deliver projects on-time, within scope, and within…"
Cytotechnologist ARRMC,https://www.indeed.com/rc/clk?jk=4c1b1bb4dff249c9&fccid=c183e377c8e301c6&vjs=3,Asante Health System,"Medford, OR 97504",$55.19 an hour,30+ days ago,Most of the Cytologists' time is spent examining non-gynecologic specimens - with the emphasis is placed on quality and not quantity.
Assistive Technology Specialist (Rehabilitation Instructor for the Blind),https://www.indeed.com/rc/clk?jk=f91241d010118d87&fccid=808cb64a52dff73b&vjs=3,Commission for the Blind,"Medford, OR","$3,885 - $5,936 a month",2 days ago,"Tech support may include one-on-one, phone, and email communication. / The Assistive Technology Specialist reports to the Workforce Innovation Manager."
Deputy Treasurer III,https://www.indeed.com/rc/clk?jk=f3907a500ec6205e&fccid=f82de2b41919b7f9&vjs=3,Josephine County,"Grants Pass, OR 97526","$40,664 - $46,488 a year",24 days ago,"Processes daily electronic banking transactions, reconciliations, and reports. / Maintain appropriate internal control procedures over cash transactions and…"
Grounds Maintenance Worker 2,https://www.indeed.com/rc/clk?jk=53b360ad9c734299&fccid=b2ea72931b447148&vjs=3,Southern Oregon University,"Ashland, OR 97520",$18.11 an hour,30+ days ago,Must have a valid drivers license and meet requirements to drive state vehicles. / Must have a valid drivers license and meet requirements to drive state vehicles…
"Seafood Supervisor Store 3508 Medford, OR",https://www.indeed.com/rc/clk?jk=2e7e5f3a529a67bf&fccid=f37af6e0eae53880&vjs=3,Albertsons,"Medford, OR 97504","",30+ days ago,Answers and responds to incoming calls appropriately. / Champions Company and Division customer service programs to meet or exceed Division customer service goals…
Outside Sales Representative,https://www.indeed.com/rc/clk?jk=1335d8acf7cc60d1&fccid=2f680121eef7890a&vjs=3,Uline,"Medford, OR 97501","$75,000 - $95,000 a year",30+ days ago,Valid driver’s license and great driving record. / Paid holidays and generous paid time off. / Strong customer relationships built on trust - that’s the foundation…
"Department Manager Starbucks Store 3595 Central Point, OR",https://www.indeed.com/rc/clk?jk=09bc391d1830719e&fccid=f37af6e0eae53880&vjs=3,Albertsons,"Central Point, OR 97502","",30+ days ago,Assists customers by answering questions on product specification and taking and filling special orders. / Answers and responds to incoming calls appropriately.
title,url,company,location,salary,posted,snippets
Campus Monitor III - Oakdale Middle School,https://www.indeed.com/rc/clk?jk=18e14855dfe8f42d&fccid=e4fd80e177eb9d04&vjs=3,"Medford School District, 549C","Medford, OR 97501","",11 days ago,"Certificates, Licenses, Registrations: Certificates as determined by the District, including valid CPR/First Aid card. / This position is open until filled."
Boat Painter,https://www.indeed.com/rc/clk?jk=b280e1605b7f0167&fccid=3dad3dece6186a65&vjs=3,Katanacraft,"Grants Pass, OR","",30+ days ago,"Katanacraft is now accepting applications for an experienced Boat Painter to join our exceptional manufacturing team in Grants Pass, Oregon."
Class A Tanker & Hazmat Paid 300/Day Salary Run 14-Home 3-5 Days-86-106K/1st yr,https://www.indeed.com/rc/clk?jk=bab10bcdc2807924&fccid=dd616958bd9ddc12&vjs=3,White Eagle Transportation,"Medford, OR 97501",$300 a day,2 days ago,Class A drivers run dedicated regional with starting pay of $303/Day for ALL drivers increasing up to $324/Day with $3/Day pay raise every 6 months.
"Sales Associate / Jewelry Consultant - Zales - Rogue Valley Mall - Medford, OR",https://www.indeed.com/rc/clk?jk=2f7bc84aabf9494a&fccid=4a1076c699e1befc&vjs=3,Signet Jewelers,"Medford, OR","",30+ days ago,"In addition, you will: • Engage customers in conversation to understand their needs and desires • Ability to present merchandise and share detailed information…"
"Supervisor, Coding",https://www.indeed.com/rc/clk?jk=e5f6a3ca21b0ab97&fccid=c183e377c8e301c6&vjs=3,Asante Health System,"Remote in Medford, OR 97501","",25 days ago,"Comprehensive Total Rewards package including medical, dental, vision, and wellness; retirement plan with up to a 6% employer contribution; and a generous paid…"
Customer Service Specialist - Patient Financial Services,https://www.indeed.com/rc/clk?jk=c818c0f4354c64d1&fccid=c183e377c8e301c6&vjs=3,Asante Health System,"Medford, OR 97501","",30+ days ago,The Customer Service Specialist answers all incoming calls and emails to Patient Financial Services and assists patients and/or insurance companies with…
Spreader Supervisor,https://www.indeed.com/rc/clk?jk=4c676533e7989d94&fccid=1e1f3ff04fee41c2&vjs=3,Timber Products Company,"Medford, OR 97501","",16 days ago,"Basic computer skills in Microsoft Word, Excel and e-mail, and ability to learn and use company specific software. / Performs other duties as assigned."
Entry Level - General Plant Utility,https://www.indeed.com/company/Murphy-Company/jobs/Entry-Level-Warehouse-Worker-8b0856d2e2c48a2e?fccid=b6be5f4fca732e8c&vjs=3,Murphy Company,"White City, OR 97503","","Employer
Active 8 days ago","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…"
Preschool Teacher,https://www.indeed.com/rc/clk?jk=e2a6206473923fd4&fccid=586eaa126c8424a0&vjs=3,"Oregon Child Development Coalition, Inc.","Ashland, OR 97520",$23.64 - $26.59 an hour,30+ days ago,"2 Oregon Registry Step 10 or higher per degree or college coursework pathway. / Job Code: 2023-38-002. / Hours Per Week: 0-40 (sub position, hours vary)."
Full Time Asst,https://www.indeed.com/rc/clk?jk=f6c325f528cab7db&fccid=e450605a0047f87e&vjs=3,Pacsun,"Medford, OR 97501","",1 day ago,"Strong communication and time management skills. / Displays a customer-focused mindset at all times and ensures all team members deliver an engaging, positive and…"
Delivery Driver (non CDL),https://www.indeed.com/rc/clk?jk=29907c8bf9d87b2d&fccid=73fefb297fcb6fac&vjs=3,American Tire Distributors,"Medford, OR","",9 days ago,"Must possess valid Class “C” driver’s license, or such other proper license classification as to the above qualifications required by the Department of…"
Manufacturing Controller/Finance Manager,https://www.indeed.com/rc/clk?jk=0adb9ec28558cf00&fccid=8062f738ab40d718&vjs=3,Carestream Health,"White City, OR","$101,203 - $140,000 a year",30+ days ago,40-50 hours most weeks; flexible start time and end time between 6am-6pm locally; need to be available. / Prepare the plant’s annual budget with thorough analysis…
Parts Delivery,https://www.indeed.com/rc/clk?jk=d1c864bb3b586bc8&fccid=02271e0599fbad1c&vjs=3,O'Reilly Auto Parts,"Medford, OR","",16 days ago,"Must have a valid driver's license with an acceptable motor vehicle record (MVR) per department standards. / Maintain all necessary documents, such as daily trip…"
Mgr Practice Operations (MFR Urology),https://www.indeed.com/rc/clk?jk=5c02c15be1b86b69&fccid=c183e377c8e301c6&vjs=3,Asante Health System,"Medford, OR 97504","",30+ days ago,"We collaborate with other health care professionals throughout the area to offer you a full array of quality care close to home, supported by Asante's full…"
